id,sentence1,sentence2,label
1779,هنگامی که بدن وسیع در نهایت از بین رفته بود,پس از آنکه بدن عظیم وال را عاقبت از محتویات عمیق آن خالی کرده بودند,paraphrase
1780,در هر صورت، من قضاوت می کنم که جوانتر از این دو، Peregrin گرفت، باید باقی بماند.,در هر حال نظرم این است که جوان تر ین این دو، پره گرین توک بماند.,paraphrase
1781,سپس آرام نگه دارید، آیا شما؟ یهودی گفت: یهودی، با یک نگاه تهدید کننده.,یهودی با لحنی تهدیدآمیز گفت: خوب، آرام می‌شوید؟,paraphrase
1782,آنها کاملا شسته و رفته و مناسب هستند، آیا آنها نیستند؟,کام لا تمیز است و قشنگ، این طور نیست؟,paraphrase
1783,در حدود یک هفته پس از قسمت فوق العاده، در خانواده کرموود آرام بود.,بعد از ماجرای چسب سوپر، تا یک هفته در خانواده‌ی ورم وود آرامش نسبی برقرار بود.,paraphrase
1784,من باید چیزی به شما بگویم,ميخوام يک چيزهايي بهتون بگم .,paraphrase
1785,هک مایل بود,هاک راضی بود.,paraphrase
1786,نگاهی به 41 انتخابات ریاست جمهوری 41 ساله به عنوان نیویورک تایمز.,41 انتخابات در صفحه اول نیویورک تایمز دیده می شود,paraphrase
1787,اندون، اگر به هر فرصتی، باید به نور بپردازد که وجود دارد، یک پسر عموی سال های خود و کسی که او را نگاه کرد، حتی,حال اگر معلوم می‌شد که خویشاوندی یعنی عموزاده‌ای، در میان است که هم سن و همشکل اوست و حتی رفتارش نیز به او رفته است.,paraphrase
1788,دشوار بود که عاشقانه خود را حدس بزنیم.,دیگر حدس زدن داستان اشکالی نداشت.,paraphrase
1789,حزب سبز دفع پرونده دادگاه به دنبال انتخابات در سراسر کشور در پنسیلوانیا,حزب سبز پرونده دادگاه خود را به دنبال بازنویسی انتخابات ریاست جمهوری پنسیلوانیا است.,paraphrase
1790,ناگهان، من می دانستم که این همه چیز بود که من دیگر می خواستم.,ناگهان فهمیدم که این چیزی بود که بیشتر از همه می‌خواستم.,paraphrase
1791,دیوید استربروک,من يه دکترم، يه درمان کننده. يه اسم مي خواين؟ -,paraphrase
1792,اما کدام یک.,اما کدوم .,paraphrase
1793,هیچ البته نه .,البته كه اينجوري نيست .,paraphrase
1794,شما باید ببینید که من نمی توانم آن را در موقعیت من بخواهم.,ایا نمی‌فهمی که من با این وضع شاید نتوانم آرزوی بچه داشته باشم؟,paraphrase
1795,نشستن در حشره او در کنار راننده قدیمی تر، ناراحتی درایور قدیمی تیره، یک روپیه لپ تاپ در مورد او کشیده شد، دست های کوچک خود را در دامان خود قرار گرفت.,کنار سورچی پیر و سیاه خود می‌نشست و بالاپوش کلفتی دور خود می‌پیچید و دست‌های کوچک خود را در هم فرو می‌برد و در چین‌های دامنش پنهان می‌کرد.,paraphrase
1796,بنابراین ما نشسته و منتظر آن نیمکت بود تا شما باید به خانه خود بروید.,و مادر اینجا روی این نیمکتی که می‌بایستی از نزدیک‌ آن عبور کنی منتظر تو شدیم.,paraphrase
1797,ما قرار بود بازی Scrabble را بازی کنیم.,چونكه تو فكر بازي اسكربل بوديم .,paraphrase
1798,درست است، hes در تونل به من یک چراغ قوه به من بدهید. اجازه می دهد به این طریق بروید.,اون تو تونله يک چراغ قوه بده من ، از اين طرف .,paraphrase
1799,حتی زمانی که گفتید ...,حتي وقتي که,paraphrase
1800,و مردان شیلا آغاز شده پارس به عنوان اگر آنها سگ شد!,خط دشمن شكست و اونها به اطراف پراكنده شدنددرست مثل يه مشت سگ,paraphrase
1801,من باید از کوتاهی سفر کنم تا مانع آن شود,اما من حق نداشتم جلوی این کار را بگیرم.,paraphrase
1802,این نزاع را ایجاد نکنید!,! سر اين موضوع دعوا نكنيد,paraphrase
1803,او خود را به عمق غار ترسناک کاهش داد؛,آن دو نیز آهسته آهسته دن کیشوت را به میان آن مغاک وحشتناک لغزاندند.,paraphrase
1804,اگرچه نمرات او بلند نمی شود,هرچند که اگر نمرات مدرسه‌ش بالا نیاد,paraphrase
1805,چهارشنبه، همان زمان.,چهارشنبه ، همون ساعت .,paraphrase
1806,او از انگشتان خود عبور می کند پشت سرش را پشت سر گذاشت.,لیزی گفت: هی، اون دو تا انگشتاتش رو پشت سرش رو هم انداخته,paraphrase
1807,من روز اشتباه را برای برش کلاس انتخاب کردم، گریس بریزبن!,روز بدی رو برای نیومدن به کلاس انتخاب کردی، گریس بریز بین 1,paraphrase
1808,رالف من نمی توانم، کودک من می توانم.,رالف را نمی‌توان از آن خود کنم، اما بچه‌اش را چرا.,paraphrase
1809,آیا این افراد را می شناسید؟,تو اين مردم رو مي شناسي,paraphrase
1810,من امیدوارم که آنها را به اضافه کاری اضافه کنند.,خدا كنه اقلا اضافه كاري بهت بدن .,paraphrase
1811,او می گوید: "من Champmathieu هستم، و من از آن خارج نخواهم شد!,می‌گوید: منشان ماتی و هستم و از حرفم برنمی‌گردم!,paraphrase
1812,پنجاه دلار برای یک جدول بهتر؟,پنجاه دلار واسه یه میز بهتر؟,paraphrase
1813,آره ،اما نه میلیون به نظر بهتر میاد اینطور نیست؟,آره، ولی نُه میلیون بهتر به نظر میاد، مگه نه؟,paraphrase
1814,فکر کنم میتونم پاهامو حس کنم,.فکر کنم پاهام رو هم حس میکنم,paraphrase
1815,فعال کردن نظارت پرسنل از راه دور.,سيستم محافظ پرسنل فعال گرديد .,paraphrase
1816,و چهار صدای به او حمله کردند.,و چهار صدا ناگهان او را سؤال‌پیچ کردند.,paraphrase
1817,در آنجا لباس های خود را در ماسک های کلاسیک، در پارچه های استعاره وجود دارد.,نقابی از کلمات بر چهره میآوزید و پاره پلاسی از استعارات می‌پوشد.,paraphrase
1818,اوه من تعجب کردم که همه خانه ها از وحشت ها چیزهایی که در اینجا نگه داشته اند.,اَه، چندش آور بود. کنجکاو بودم بدونم که او نا چقدر دی گه از این چیزایی که فقط توی خو نه‌های وحشت پیدا می‌شد رو این دو روا داشتند.,paraphrase
1819,او تعلق نداشت، همانطور که خواننده درک می کند، به آن تنوع گوناگون از اکتوژنزانی که مانند M.,چنانکه می‌بینیم وی از آن انواع هشتاد سالگان علیل نبود که مثل آقای ولتر در همه مدت حیات در شرف مردنند؛,paraphrase
1820,این می گوید که شما نمی توانید یک جهان داشته باشید بدون اینکه ذهن خود را وارد کنید.,شما نمی تونید جهانی را داشته باشید که .,paraphrase
1821,گرما خیلی واقعی بود، اعتقاد داشت که من آن را تصور کردم.,گرمایش چنان حقیقی بود که سخت بود باور کنم این‌ها را تصور می‌کنم.,paraphrase
1822,گروه کوچکی از Gentry که او در گوشه شمال شرقی لومشایر بازدید کرد.,گروه کوچک نجیب‌زادگانی که در کنج شمال شرقی لوم‌شایر می‌زیستند و با آن‌ها نشست و برخاست داشت.,paraphrase
1823,او یک اهرم را کشیده و ذهن خود را در مورد او تغییر داد،,اهرمی را کشید و ذهنش را به گِرد خودش به چرخش در آورد،,paraphrase
1824,واقعیت صرفا او برای رفتن به یک بادبان هرگز من را شگفت زده کرد.,در اینجا یک لحظه فکر کرد و آنگاه گفت:,paraphrase
1825,جورج H.w. بوش برای کلینتون رای خواهد داد، اولی 92 ساله برای نامزد دموکراتیک رای می دهد.,رئیس جمهور جورج H.w. بوش به طور خصوصی گفته است که او برای هیلاری کلینتون رای خواهد داد، جون Meacham بیوگرافی را می نویسد.,paraphrase
1826,اما زندگی او در هیچ چیز تغییر کرد: این تنها یک حواس پرتی بود.,ولی در زندگیش هیچ‌چیز تغییرنیافته بود: فقط بر تفریحات او یکی افزوده شده بود.,paraphrase
1827,D'Artagnan در سکوت خوردن، چرخش در ذهن خود را شگفت انگیز ترین برنامه.,دارتین‌یان غذا می‌خورد و چیزی نمی‌گوید مشغول فکر است،,paraphrase
1828,رات اجازه داد که او هر لباس را انتخاب کند و از آن زمان، زمانی که مامان سعی کرد او را در Frocks و Pinefores به جای آبی تافی و توری های توری لباس بپوشد، به تانتاموس رفته بود.,وقتی مامی سعی می‌کرد پیراهن‌های فلانل و نخی به او بپوشاند سخت بر می‌آشفت و معمولا لباس آبی رنگ همراه با تورهای ظریف را انتخاب می‌کرد.,paraphrase
1829,آنها تنه را بر روی آن بارگذاری کردند,چمدان‌ها را داخل آن گذاشتند,paraphrase
1830,کجاست؟ او به طرز باور نکردنی پرسید.,او با ناباوری سؤال کرد: از کجا پیدا کردی؟,paraphrase
1831,مگر اینکه بتوانید داستان را ادویه کنید.,تا زماني که پياز داغ داستانو را زياد کني .,paraphrase
1832,افرادی که دارای واژگان گسترده هستند قادر به عملکرد سطح بالاتری هستند و بسیار خلاقانه تر و روشنگری نسبت به دانش های محدود کلمه ای هستند.,اشخاصی که‌ کلمات و لغات بیشتری بدانـند، عـملکرد بـالاتری پـیدا می‌کنند و به مراتب خلاق‌تر هستند.,paraphrase
1833,هر یک از مورخان، تا حدودی، ویژگی های ممتاز است که او را در میان این پله الله دوست دارد.,هر مورخ به دلخواه خود طراحی از این هنگامه می‌سازد.,paraphrase
1834,جو به او زد و اجازه داد تا خود را برای یک لحظه یا دو نفر آغوش بگیرد.,جو یورتمه به طرف نا دین رفت و به خود اجازه داد چند لحظه نادین او را درآغوش بگیرد.,paraphrase
1835,او در مواجهه با تمام هشدارهای من، زندگی خود را به تنهایی بر عهده دارد؟,او، به رغم هشدارهای من، تک و تنها به خلنگ زار می‌آید و زندگی‌اش را به خطر می‌اندازد؟,paraphrase
1836,هنگامی که پسر خود را دعا کرد که فنجان از لب هایش گرفته شود، خدا هرگز جواب نداد ...,وقتی که پسر خودش خواست که از وظایفش معاف شود خدا حتی جواب او را نداد.,paraphrase
1837,FROSTS تنظیم شده، متناوب با thaws,از پس یخبندانهای پرسوز، نبوت آب شدن یخ‌ها رسید,paraphrase
1838,رشته های کوارتز در واقع حاوی مقادیر کم قلع بودند.,رگه‌های کوارتز حقیقتا حاوی میزان کمی قلع بودند.,paraphrase
1839,مشتری در عمق تنظیم شد.,مشتری در اعماق آسمان خفته بود.,paraphrase
1840,من می دانم این به نظر می رسد نوع دیوانه ،.,ميدونم اين يک نوع ديوونگي بنظر مياد .,paraphrase
1841,و درمان شوک الکتریکی حتی قبل از موافقت با همکاری با دولت.,و عمليات شوك الكترونيكي بودين ؛ حتي قبل از اينكه قبول كنين با حكومت همكاري كنيد .,paraphrase
1842,یک نظم جدید به زندگی رسیده بود.,نظمی تازه پدید می‌آمد.,paraphrase
1843,نگاه کردن به اطراف,با دقت به اطرافش نگاه کرد.,paraphrase
1844,. ممکن است این یک روح از دست رفته بوده است، آیا آن را با یک غم و اندوه غم انگیز و اشتیاق گرسنگی سرمایه گذاری نکرده است.,اگر جنبه خون خواری و سبعیت در آن نهفته نبود با فریاد یاس‌آمیز ارواح سرگردان اشتباه می‌شد؛ این صدا فریادی پـرحـرارت و حیوانی بود؛ فرباد گرسنه و قـحطی‌زده‌ای بـود کـه بـه دنـبال طـعمه می‌گشت‌.,paraphrase
1845,پسر، اجازه بدهید به شما یک توصیه خوب بدهم.,پسر ، بذار يک نصيحت مفيد بهت بکنم .,paraphrase
1846,من محکوم شدم,من مورد تعقیبم!,paraphrase
1847,بنابراین باید,من هم خیلی گرسنه و خسته‌ام.,paraphrase
1848,او گوش دادن به گوش او را به درب به گوش دادن به بازیگران به رفتن به قطعات خود را.,همچنین، پشت در اتاق می‌ایستاد و به گفتار هنرپیشگان که نقش خود را از بر می‌کردند گوش فرا می‌داد.,paraphrase
1849,Villefort دست دکتر را دستگیر کرد,وی لفور دست او را گرفته,paraphrase
1850,هنگامی که آنها آماده نبودند، بچه ها را به جهان از demonata گرفته شدند، آنها را ارزان می کردند.,بچه‌هایی رو به دنیای بردم درحالی‌که آماده نبودن و خیلی راحت از دستش ون دادم.,paraphrase
1851,به Dorothea، هنوز هم در آن زمان از جوانان زمانی که چشم ها با ضربه های طولانی خود را به نظر می رسد پس از باران از اشک خود را بی ربط و مرطوب به عنوان یک گل شور و شوق تازه باز، که صبح ازدواج با Ladislaw به نظر می رسید نزدیک به روابط شخصی خود را.,دور تا، که هنوز آن مرحله از دوران جوانی را می‌پیمود، که چشم‌ها و مژگان بلند و انبوه پس از باران اشک هم چون گل ساعتی تازه شکفته‌ای هم چنان درخشان و تازه می‌مانند، بر این پندار بود که وداع آن روزش با ویل لادیزلا دوستی‌شان را برای همیشه پایان داده است.,paraphrase
1852,خود را کمی زیرچشمی داشته باشید.,يه نگاهي به اونجا مياندازيم .,paraphrase
1853,او کجاست من نمی دانم,اون کجاست من نميدونم .,paraphrase
1854,شخص، شما آن را انجام دادید او فقط نامیده می شود.,رفيق ، تو موفق شدي ، اون با من تماس گرفت .,paraphrase
1855,شخص، شما خوب هستید؟,رفيق ، تو حالت خوبه ؟,paraphrase
1856,در اینجا کسی است که در مراسم افتتاح دونالد ترامپ انجام نمی شود,چه کسی در مراسم افتتاحیه انجام نمی شود؟ A، B، C، "هنرمندان او را می دانند,paraphrase
1857,سرقت آنها یا سرقت برای تأمین ارتش، و تقلب و دروغ به عنوان صنایع نظامی نامیده می شود.,دزدی برای تأمین آذوقه قشون و فریب و دروغی است که به عنوان تدابیر جنگی نامیده می‌شود.,paraphrase
1858,در واقع، بیشتر از ماهیت صلح یک اعتصاب ملی بود.,و در واقع می‌توان گفت که قیام‌های داخلی نه جنگ بلکه صلح و شاید یک اعتصاب ملی هستند.,paraphrase
1859,اما او نمی خواست بگوید نه و در نهایت رقص را از دست ندهید.,ولی نه هم نمی‌خواست بگوید که شانس شرکت در جشن را به کل از دست بدهد.,paraphrase
1860,من می خواهم برخی از ایده هایی از آنچه در برابر آن بود.,من میخوام بدونم ، ما بر علیه کی هستیم .,paraphrase
1861,اجازه دهید ما هرگز مردم را با نور روز دروغین روشن کنیم.,هرگز ملت را با انوار دروغین روشن نکنیم.,paraphrase
1862,اجازه می دهد بازگشت به خانه.,بيا برگرديم به خونه .,paraphrase
1863,اگر یک روز شما یک قلب داشتید.,اگه مهري داشته باشي .,paraphrase
1864,شما هنوز هم از طریق تمام فریب های خود را دیده اید.,تو هنوز همه‌ی حیله‌های او نو تشخیص ندادی.,paraphrase
1865,این دفتر مرکزی معدن منسون است.,آنجا مرکز شرکت معدنی ‌مان سون کانسولیدیتد است.,paraphrase
1866,غرق صدای صدای صداها و فریاد فرمان.,صدای گفتگوها و فرمان‌ها را قطع می‌کرد نزدیک شد.,paraphrase
1867,سپاس خداوند را .,هاله لويا .,paraphrase
1868,آه، من آن را دریافت می کنم. دوست دختر شما,آهان ، گرفتم . دوست دخترت .,paraphrase
1869,در نهایت، INSTAGRAM پیوند پذیری را اضافه می کند. جدید به داستان های Instagram بومرنگ، اشاره و لینک ها,Instagram بومرنگ را اضافه می کند، اشاره می کند و پیوندها به داستان ها.,paraphrase
1870,شب شنبه شب بود,بايد شنبه شب بوده باشه .,paraphrase
1871,برش های آناناس و استو او می نوشند ویسکی.,برش‌های آناناس و ویسکی می‌نوشد.,paraphrase
1872,اشلی، او گفت.,گفت :   اشلی ،,paraphrase
1873,چارلز گولد هیچ تردیدی از این مرتب نکرد,اما چارلز گولد به هیچ چیز وانمود نمی‌کرد.,paraphrase
1874,هالیوود,هاليوود .,paraphrase
1875,و من دیده ام که دلهای شما در شما برای بهبودی گناهان شما خوشحال هستند و شما را در رستگاری خود شاد می کنید.,و دیدم که دل‌های شما در سینه، به‌خاطر بخشوده شدن گناهانتان خشنود است، و از رستگاری خود لذت می‌برید.,paraphrase
1876,در مورد شما پرسیدند,من در مورد تو پرسيدم .,paraphrase
1877,من نمی تونم بدون تو زندگی کنم,زندگي بدون تو برام معني نداره .,paraphrase
1878,او به سختی فریاد زد.,او با فرسودگی سری تکان داد.,paraphrase
1879,اوه، او مجبور به آوردن آن و در اینجا پس از آن، از آنجا که شما برای کمی گرم است.,اون اجازه ميدهم اونرو بياره و بعد تو يک کمي داغ ميشي .,paraphrase
1880,لبخند می زنم با شادی,من با خوشحالي به تو لبخند ميزنم .,paraphrase
1881,یک درب شیشه ای توسط یک قاب شیشه ای و رنگ خاکستری رنگ شده است.,یک در شیشه دار و بالای آن یک قاب شیشه خاکستری رنگ می‌دید،,paraphrase
1882,و مبارزه می تواند به پایان برسد تنها زمانی که طرفداران یک اصل غیرمستقیم، هیچ وسیله ای برای مقاومت در برابر طرفداران دیگر نداشت.,و هنگامی‌که برای آزمایش تفوق یک فلسفه به جنگ متوسل می‌شویم، در چنین ماجرای پر کشمکشی بالاخره یک طرف که نهایتا دیگر هیچ‌ راه مقاومت ندارد در برابر دیگری تسلیم می‌شود.,paraphrase
1883,جاده Tarmac بود,جاده آسفالت شده بود,paraphrase
1884,ریوتا باید به مدرسه برود، بنابراین.,ريوتا بهتره بري مدرسه متاسفم .,paraphrase
1885,من اینجا آمدم تا انتقام مرگ والدینم را بگیرم.,اومدم اينجا که انتقام پدر و مادرم رو بگيرم,paraphrase
1886,گاهی اوقات او را دیدم: او از اتاقش با حوضه یا یک صفحه یا یک سینی در دستش بیرون می آید,گاهی او را می‌دیدم: با یک لگن یا بشقاب یا سینی از اطاق خود بیرون می‌آمد،,paraphrase
1887,لعنت بهت,الهی خیر نبینی,paraphrase
1888,اسب زیبا آن. کی آن حرف را زد .,اسب قشنگيه كي گفته .,paraphrase
1889,در عرض هفته او رفته بود، دوباره در غرق شدن ظاهر نشد.,پدر رالف ظرف یک ‌هفته رفت. بی آنکه بار دیگر به درویدا بیاید.,paraphrase
1890,گفتید که افرادی رو دیدین ،که داشتن اذیت‌تون می‌کردن,گفتین یه سری آدم دیدین که شمارو اذیت میکنن,paraphrase
1891,می توانم آن را بشنوم,مي‌تونم بشنوم .,paraphrase
1892,اگر ما به این طریق برویم، ما گرفتار خواهیم شد.,اگه ما از اين مسير بريم به دام مي افتيم,paraphrase
1893,من با این کار، تریستان زندگی می کنم، همانطور که گفتیم باید.,ما داريم با همين زندگي ميکنيم ، تريستان .,paraphrase
1894,چه زمانی باید آن را احساس کنم، همانطور که من باید به شب؟,چگونه می‌توانم امشب بیش از همیشه متأثر نبوده و تعهدات خود را از یاد ببرم،,paraphrase
1895,فرض بر این است که او به طرز محسوسی خوشحال بود که یک بار دیگر به عقب برگردد.,گمان می‌کردند که ربرتا با تمام وجود از آمدن به نزد آنان شادمان است.,paraphrase
1896,کاملا شما و من می خواهم باشم,من احساس می‌کنم که به کلی مال توام و می‌خواهم باشم.,paraphrase
1897,از آنجایی که آنها برای سواران که مهارت داشتند، محفوظ بود و از آنها خواسته بود، و نه برای من، که انتظار می رود حمل شود,چون این شترها برای کسانی نگهداری می‌شدند که مهارت‌ سواری آن‌ها را به خوبی می‌دانند، نه برای من که فقط می‌خواستم راهی‌ را بپیمایم,paraphrase
1898,با این وجود به جاستین پگ خوش آمدید,به Justin Pugh به خانواده غول خوش آمدید,paraphrase
1899,اما من امتناع می کنم من می ترسم رفتن به Expiode.,اما من باهاش کار نميکنم ميترسم از کار بي افته .,paraphrase
1900,برجسته سفر کیت، بازدید از بندر تاریک، مین بود,بهترین قسمت سفر کیت دیدار از دارک هار بر در ایالت مین بود.,paraphrase
1901,خوب، پس، من می گویم، اگر ما نمی خواهیم برداشت ها و بیل ها، ما چه می خواهیم؟,گفتم: خیله‌خب اگه بیل و کلنگ نمیخوایم پس چه میخوایم؟,paraphrase
1902,شما باید شخص دیگری را پیدا کنید,تذیسی حرف او را قطع کرد: تو باید یک نفر دیگر را پیدا کنی.,paraphrase
1903,من خیلی اشتباه میکنم که ده دقیقه شما باید دستگیر شوید,من بسیار کم اشتباه می‌کنم و به جهت اینکه به شما مدلل سازم، اکنون حکم می‌دهم که شما را محبوس نمایند,paraphrase
1904,ترس در راه غریزی، به نحوی ناشناخته که حیوان می ترسد یک شکارچی که حس می کند که خود را می بیند، می ترسد.,گیج بود ومی ترسید مثل حیوان‌ها که ازروی غریزه وبدون اینکه علت آنرا بدانند، وحشت زده شده بود مثل حیوانی شک اری بود که احساس خطرکند.,paraphrase
1905,به سمت روبرتا و شرارت او را به نظر می رساند,سعی می‌کرد به ربرتا و گناهی که در حق ربرتا کرده بود فکر کند.,paraphrase
1906,من چیزی را به پیاده روی اینجا آورده ام,گرویی آورده‌ام، این است!,paraphrase
1907,من بلافاصله خندیدم فورا یک لقمه از روده های روده فاسد بخشی از شوخی بزرگ Uber نیست!,فوری خنده من قطع می‌شود دهان پر از لاشه موش جزو شوخی فوق استثنایی من نبود!,paraphrase
1908,همکار شما متهم به استفاده غیرقانونی از نیروی مرگبار است.,همكار شما متهم است به استفاده غيرقانوني از نيروي مرگبار .,paraphrase
1909,از آنجا که وجدانش تمیز بود.,زیرا وجدان‌اش پاک پاک است.,paraphrase
1910,نشانه ها همچنان بیشتر از طریق ماهیت ماه کامل ماه و به نظر می رسد از طبیعت خوب احمقانه است.,و صورت بهت‌زده و حالت ابلهانه او این حدس را تأیید می‌کرد.,paraphrase
1911,آنها می گویند، به گاوهای گنگ و UFO های احمقانه خود نگاه کنید.,اونها ميگن به اون گاوهاي کند ذهن و شيء پرنده احمقانه شون نگاه کن .,paraphrase
1912,بنابراین، بدون اطلاع از قصد خود را به هر کسی,بدین جهت بی آنکه تصمیم خود را با ذی‌روحی درمیان گذارد,paraphrase
1913,ادگار، فلاش با خشم، تمام دیگران را با صدای واضح تر تحت سلطه قرار داد,ادگار که از شراره خشم از چشمانش می‌جهید با صدای صافش بر دیگران چیره بود,paraphrase
1914,شما چیزی را پنهان نکردید، اما یک نوت بوک کوچک پیدا کردید,تو چیزی مخفی نکردی ولی یک دفترچه یادداشت کوچک پیدا کردی,paraphrase
1915,من درست نیستم؟,درست نمیگم؟,paraphrase
1916,و او این غم و اندوه را داشت، که پس از یک روز به طور کامل از دست رفته، او بعد از آن موظف بود که دوباره از دست بدهد.,و این بدبختی را داشت که پس از آنکه کوزت را یکباره در یک روز از دست داده بود باید از آن پس ذره ذره نیز از دستش بدهد.,paraphrase
1917,مگر اینکه او بسیار مراقب بود، او این خیانت را از او پیدا کرد؛,اگر زیاد مراقبت نمی‌کرد خانم رمزی به خیانتش پی می‌برد،,paraphrase
1918,و با هم آنها کودک را از دست دادند، بیشتر از صدمه دیده اند.,بازگشته و دوتایی با کمک همدیگر، بچه را که بیشتر ترسیده بود تا مجروح، از زیر یخ‌ها بیرون کشیدند.,paraphrase
1919,حداقل به من بگویید که او ملاقات کرد.,حداقل بگو کي رو ميخواست ببينه,paraphrase
1920,من آرزو می کنم که او را شناخته ام. حالا شما انجام می دهید,اي کاش اونو ميشناختم . الان ميشناسي .,paraphrase
1921,مگر اینکه به طور متوسط ​​مصرف شود,مگر این که جانب اعتدال را نگه دارند و زیاده‌روی نکنند.,paraphrase
1922,اون زندگي اون يکي دخترم آنجو رو خراب کرد,و زندگی دخترم آنجو رو هم خراب کرد,paraphrase
1923,و سپس، چون پارکینگ در جلو بود,و چون یک جای پارک خالی جلوی کتاب فروشی وجود داشت،,paraphrase
1924,مکزیک برای دفاع از NAFTA با استفاده از امنیت مرزی به عنوان اهرم، کمک های بالا می گویند,امنیت حامیان چیست؟ مکزیک برای دفاع از NAFTA با استفاده از امنیت مرزی به عنوان اهرم. از طریق برنامه Android FoxNews,paraphrase
1925,من دخترم را از دست دادم,من دخترم را از دست دادم .,paraphrase
1926,آنها آنجا بودند زمانی که هیلاری کلینتون برای رییس جمهور شورای دانشجویی فرار کرد و روز انتخابات آنجا خواهد بود,آنها برای نخستین شکست سیاسی ویرانگر سیاسی برای کلینتون حضور داشتند. شورای دانشجویی رئیس جمهور. یک دختر هرگز برنده نشده بود,paraphrase
1927,این پول زیادی است!,خودش پول کلانی است!,paraphrase
1928,چطور؟ Adelaida پرسید، با کنجکاوی.,آدلائید با کنجکاوی پرسید: چطور می‌شناسید؟,paraphrase
1929,من به شما گفتم که در ماشین بمانید.,بهت گفته بودم تو ماشين بمون .,paraphrase
1930,من او را آورده ام، و اکنون امیدوارم که به زودی بهتر شود.,اِما را آورده‌ام، و حالا امیدوارم زود حالت بهتر بشود.,paraphrase
1931,او از پیاده رو سقوط کرد! او سرگردان شد,ماریا ناله‌ سر داد: او از پیاده‌رو افتاد.,paraphrase
1932,اما آنچه که اکنون من را رد می کند، عدم اطمینان است که آیا فرانسه ها ممکن است او را به آزادی بازگردانند,اکنون از چیزی که می‌ترسم این است که نمی‌دانم دزدان دریایی فرانسوی او را آزاد کرده,paraphrase
1933,ترس از اینکه او همچنین ممکن است هدف واقعی سفر خود را بداند،,آن همه معلومات فلورنتینو آریثا را به این واهمه انداخته بود که شاید پسرک منظور واقعی سفرشان را هم می‌داند،,paraphrase
1934,فانتزی سیاسی مجلس سنا می گوید: خداحافظی، دنباله ای از گاف را ترک می کند,و مهمترین رییس جمهور سنا ریاست جمهوری، می گوید: خداحافظی، پیروزی از گاف های گاف دارد,paraphrase
1935,چرا صندلی ندارید؟,چرا نميشيني ؟,paraphrase
1936,مهمات هنوز خریداری نشده است، و نه قایق ها، موتورها و غیره.,مهمات هنوز خریداری‌نشده، همین طور هم قایق‌ها، موتورها و غیره.,paraphrase
1937,امیدوارم او مرا دوست داشته باشد,امیدوارم از من خوشش بیاید.,paraphrase
1938,گوشه ای عجیب و غریب خانم Gummidge از آتش سوزی به نظر من بود که گرم ترین و درخشان در محل باشد,جای خانم گامیج در کنار آتش، یعنی گرم‌ترین و مناسب‌ترین جا بود.,paraphrase
1939,بد شانسی .,بد شانسي .,paraphrase
1940,پدر، من را نجات دهد، من را نجات دهد، اجازه دهید من برخی از camellias داشته باشم!,ای مرد نیکوکار بداد من برس و مرا نجات بده!,paraphrase
1941,تکه های کوچکی از گرد و غبار در پای او افزایش یافت.,با هر قدمش گرد و خای از کف زمین به هوا بر می‌خاست.,paraphrase
1942,رقبای آتن شما.,رقيب آتني تو ، در مقابل تو زانو خواهد زد .,paraphrase
1943,برای برخی از زمان نامحدود او در پیاده رو ایستاده بود، تا به حال در حال حاضر یک تاکسی از خیابان، با آقای Warburton در داخل آن.,دقایقی چند در پیاده‌رو ایستاد؛ غرق در افکار مغشوش ‌شد و پیش از آن ‌که بتواند از حالت حیرت خارج شود در برابرش توقف ‌کرد درون تاکسی آقای واربرتون نشسته بود,paraphrase
1944,کریستوف توسط چنین بزدل جهانی به مرگ محکوم شد.,کریستف بر این بزدلی همگانی می‌خندید.,paraphrase
1945,ما هر دو شما را بسیار صمیمانه دوست دارند و به رغم هر گونه ظواهر بر خلاف، به شما احترام می گذاریم.,ترا دوست داریم، ما جدا بت و علاقمند هستیم و علیرغم کلیه این حوادث و ظواهر بت و احترام می‌گذاریم،,paraphrase
1946,در طول روز؟,وسط روز؟,paraphrase
1947,مور حامد گفت که پیت خشک شده ساخته شده است.,و حامد آن همراه ما که اهل شمال آفریقا موریتانیایی بود می‌گفت:,paraphrase
1948,فکر می کنم که او افکار دانش آموز را حدس زد.,یک مرد بسیار قوی با ین زودی نمی‌میرد.,paraphrase
1949,اما زمانی که او به طور مرتب رد شد، پس چه کاری انجام دادی؟,وقتی صریحا از رفتن امتناع کرد تو چکار کردی؟,paraphrase
1950,درویش مشغول مشغول تلفن همراه خود است.,درویش با تلفن همراهش مشغول است.,paraphrase
1951,او به طور محرمانه نگاه کرد,دوروبر را با حواسی مغشوش وارسی می‌کرد،,paraphrase
1952,اسکورت گاپینگ، دون کارلوس به تنهایی,نگهبان‌های همراه کاروان به تاخت می‌رفتند و دون کارلوس در مقابل همه حرکت می‌کرد.,paraphrase
1953,بدون تب بیشتر,دیگر نه تبی داشت,paraphrase
1954,نه دیروز، نه امروز، نه فردا، او به شدت فکر کرد.,او با غرور بسیار فکر کرد: این کار نه امروز امکان پذیر است، نه دیروز مقدور بوده و نه فردا ممکن خواهد بود.,paraphrase
1955,خورشید درخشان بود و هوا گرم بود.,آفتاب می‌درخشید و هوا گرم بود.,paraphrase
